date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:45:18	19816/19816	---M--	200	added ('OK')	application/octet-stream	etag:%2238378b81621621a84efb3682de375bb5%22	https://www.nytimes.com/games/wordle/fonts/franklin-normal-500.woff2	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/fonts/franklin-normal-500.woff2	(from https://www.nytimes.com/games/wordle/index.html)
20:45:18	26600/26600	---M--	200	added ('OK')	application/octet-stream	etag:%22524e0e4eed53825126b36cb5e98ec414%22	https://www.nytimes.com/games/wordle/fonts/franklin-normal-500.woff	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/fonts/franklin-normal-500.woff	(from https://www.nytimes.com/games/wordle/index.html)
20:45:19	20276/20276	---M--	200	added ('OK')	application/octet-stream	etag:%2291eaf6b5642463af4091160b4bbfdfcb%22	https://www.nytimes.com/games/wordle/fonts/franklin-normal-700.woff2	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/fonts/franklin-normal-700.woff2	(from https://www.nytimes.com/games/wordle/index.html)
20:45:19	27032/27032	---M--	200	added ('OK')	application/octet-stream	etag:%22ab057a3b069a4ecbde7c3ea74411284e%22	https://www.nytimes.com/games/wordle/fonts/franklin-normal-700.woff	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/fonts/franklin-normal-700.woff	(from https://www.nytimes.com/games/wordle/index.html)
20:45:19	5911/5911	---M-Z	200	added ('OK')	image/svg+xml	etag:%228688a0ae6522070117aaab9c55bde223%22	https://www.nytimes.com/games/wordle/images/nav-icons/SpellingBee-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/SpellingBee-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:20	1658/1658	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f7da864871cdb7f1dc56e402f91bec94%22	https://www.nytimes.com/games/wordle/images/nav-icons/Crossword-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Crossword-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:20	3145/3145	---M-Z	200	added ('OK')	image/svg+xml	etag:%2219b8ed6bc16d51e3e004487b64767465%22	https://www.nytimes.com/games/wordle/images/nav-icons/Mini-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Mini-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:21	13187/13187	---M-Z	200	added ('OK')	image/svg+xml	etag:%2223310ffedb21bfc12efe532224cc2e0e%22	https://www.nytimes.com/games/wordle/images/nav-icons/Tiles-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Tiles-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:21	2398/2398	---M-Z	200	added ('OK')	image/svg+xml	etag:%224f428447cb99e7e6a7add4f2baa324fe%22	https://www.nytimes.com/games/wordle/images/nav-icons/Sudoku-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Sudoku-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:22	4304/4304	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e8ee7744b66db3aa4d95b50b367d3a4c%22	https://www.nytimes.com/games/wordle/images/nav-icons/Vertex-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Vertex-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:22	2801/2801	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e7fa63fa8cb986fa5b4ad7c919df6032%22	https://www.nytimes.com/games/wordle/images/nav-icons/LetterBoxed-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/LetterBoxed-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:22	1841/1841	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b97ad2ab64a84fbe5d577e344aee0f04%22	https://www.nytimes.com/games/wordle/images/nav-icons/NYT-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/NYT-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:23	1843/1843	---M-Z	200	added ('OK')	image/svg+xml	etag:%2213a3d3d872ff12036d45003cbce71fc2%22	https://www.nytimes.com/games/wordle/images/nav-icons/Wirecutter-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Wirecutter-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:23	1843/1843	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259ad2ba26e1a417d4dbaad5112476bbf%22	https://www.nytimes.com/games/wordle/images/nav-icons/Cooking-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Cooking-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:24	895/895	---M-Z	200	added ('OK')	image/svg+xml	etag:%22901e3b72f737214782f7680a16c3d652%22	https://www.nytimes.com/games/wordle/images/nav-icons/Athletic-Icon-Normalized.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Athletic-Icon-Normalized.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:24	5965/5965	---M-Z	200	added ('OK')	image/svg+xml	etag:%2213f6cb59820769112383b9e805f681fc%22	https://www.nytimes.com/games/wordle/images/nav-icons/SpellingBee-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/SpellingBee-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:25	1712/1712	---M-Z	200	added ('OK')	image/svg+xml	etag:%2216beb604dd0a267ee26f30166c66b161%22	https://www.nytimes.com/games/wordle/images/nav-icons/Crossword-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Crossword-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:25	3199/3199	---M-Z	200	added ('OK')	image/svg+xml	etag:%22df85bb9cecf4e22d9c53f26c68eb3e2f%22	https://www.nytimes.com/games/wordle/images/nav-icons/Mini-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Mini-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:26	13241/13241	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ff63520dd3ab9d87a9cda70b0a3e511b%22	https://www.nytimes.com/games/wordle/images/nav-icons/Tiles-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Tiles-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:26	2452/2452	---M-Z	200	added ('OK')	image/svg+xml	etag:%2274fdfeff74a598b036783bd9a4031318%22	https://www.nytimes.com/games/wordle/images/nav-icons/Sudoku-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Sudoku-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:26	4358/4358	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e63ecb64f3565e92bf23af03c538f27d%22	https://www.nytimes.com/games/wordle/images/nav-icons/Vertex-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Vertex-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:27	2855/2855	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d619e615327f8828546ed331bc42c574%22	https://www.nytimes.com/games/wordle/images/nav-icons/LetterBoxed-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/LetterBoxed-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:27	1841/1841	---M-Z	200	added ('OK')	image/svg+xml	etag:%227d6f14373e57e512a3f16a97aa1b5bc1%22	https://www.nytimes.com/games/wordle/images/nav-icons/NYT-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/NYT-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:28	901/901	---M-Z	200	added ('OK')	image/svg+xml	etag:%224cec522068967bc18ab874e1a7219d0b%22	https://www.nytimes.com/games/wordle/images/nav-icons/Athletic-Icon-Normalized-Color.svg	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/images/nav-icons/Athletic-Icon-Normalized-Color.svg	(from https://www.nytimes.com/games/wordle/index.html)
20:45:28	197033/197033	---M-Z	200	added ('OK')	text/javascript	etag:%2268de4b7097184e6e91bc688345bd82ad%22	https://www.nytimes.com/games/wordle/main.bfba912f.js	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games/wordle/main.bfba912f.js	(from https://www.nytimes.com/games/wordle/index.html)
20:45:29	7924/7924	---M-Z	200	added ('OK')	text/javascript	etag:%229969176da4d4ba8c49104ff14f2ebda3%22	https://www.nytimes.com/games-assets/gdpr/cookie-notice-v2.1.2.min.js	D:/Downloads/wordle.github.io/ithamar-wordle/www.nytimes.com/games-assets/gdpr/cookie-notice-v2.1.2.min.js	(from https://www.nytimes.com/games/wordle/index.html)
